Symbol	Count_DE	Proportion_DE_measured	Proportion_DE_all	Count_NA	GoF_down	GoF_up	LoF_down	LoF_up	Avg_abs_FC	FC_purity	FC_signed_purity	DE_prior_rank	Mean_bind	Proportion_binary	Bind_logFC	Bind_adj_Pval	Curated_target	Rank_binding	Rank_perturbation	Rank_integrated
DNAJB6	3	0.6	0.6	0	1	1	2	0	0.48718	0.75	0.75	0.615945251507066	0.310997691352828	0.5	1.1041159675028	2.29185592186739e-05	FALSE	14	266	1
CITED2	1	0.2	0.2	0	1	1	0	2	0.497113	0.75	-0.75	0.932280857792272	0.339834127182048	0.75	1.16460157636545	0.00926209036091899	FALSE	1	7798	2
ADM	3	0.6	0.6	0	2	0	0	2	1.0043	1	1	0.994564680304378	0.23733736164185	0.75	0.915168015080358	0.0168614458149353	FALSE	93	144	3
CAB39L	2	0.4	0.4	0	1	1	1	1	0.601462	0.5	-0.5	0.789751951773891	0.31831242556985	0.75	1.36151055318509	0.000658788730859714	FALSE	9	1662	4
TGFBR2	3	0.6	0.6	0	2	0	0	2	0.84423	1	1	0.913627828836842	0.237677193320289	0.5	0.818158079785057	0.0860190161371398	FALSE	91	173	5
MAB21L1	2	0.5	0.4	1	1	1	1	0	3.539475	0.666666666666667	0.666666666666667	0.936357347563989	0.268874079707976	0.75	1.14591391876539	3.8926821814031e-07	TRUE	43	370	6
VAX2	4	1	0.8	1	1	1	1	0	2.73935	0.666666666666667	0.666666666666667	0.492143492439964	0.0198291041047158	0	-0.181959998063045	0.859949479684491	FALSE	16698	1	7
NABP1	3	0.6	0.6	0	1	1	2	0	0.65374	0.75	0.75	0.861349935764404	0.244748720139165	0.5	0.81148987483459	0.168818401505613	FALSE	80	213	8
KMO	2	0.5	0.4	1	0	2	1	0	2.973325	1	1	0.905450143294792	0.2674469109637	0.25	0.814229197178854	0.000938182651321229	FALSE	45	390	9
EFNB2	3	0.6	0.6	0	0	2	1	1	1.273196	0.75	-0.75	0.917531376618243	0.217674877946728	0.25	0.588990649112206	0.0928136710583473	FALSE	174	107	10
TRIM55	1	0.2	0.2	0	1	1	1	1	1.036016	0.5	-0.5	0.838916889020654	0.332254552534017	0.5	1.01209854640882	0.00265853017404066	FALSE	4	5319	11
SNU13	2	0.5	0.4	1	1	1	0	1	0.1881725	0.666666666666667	-0.666666666666667	0.425437296175511	0.322918508285732	0.75	1.32212078180995	0.000146104112423152	FALSE	7	3154	12
SYNCRIP	3	0.6	0.6	0	0	2	2	0	0.283532	1	1	0.683614981717561	0.251934893394529	0.5	0.953554416102934	0.0066690151785711	FALSE	68	332	13
SEMA3A	2	0.5	0.4	1	1	1	1	0	1.03425	0.666666666666667	0.666666666666667	0.847885166518431	0.297444998398353	0.5	0.926809358833857	0.000130168800996111	FALSE	25	1034	14
CLDN1	3	0.6	0.6	0	1	1	1	1	1.5463	0.5	-0.5	0.98937642059492	0.190093335619242	0.75	0.622765506279567	0.0937755870313173	FALSE	342	76	15
CLDN11	4	0.8	0.8	0	1	1	0	2	1.7216	0.75	-0.75	0.958790394307738	0.081914020204947	0.25	0.249306521353124	0.704910974807034	FALSE	5492	5	16
SCD5	4	0.8	0.8	0	0	2	1	1	1.58364	0.75	-0.75	0.923510228283427	0.0950613619072985	0.25	0.155286770062834	0.892363303998503	FALSE	4119	7	17
TXNDC9	2	0.4	0.4	0	1	1	1	1	0.225776	0.5	-0.5	0.369947623282933	0.317453753612308	0.75	1.06108830801803	0.0121124857945574	FALSE	10	3054	18
PKM	0	0	0	1	0	2	1	0	0.14739	1	1	0.690359719339856	0.336783161037958	0.75	0.986557227402578	0.174411115219554	FALSE	2	16774	19
PCDH17	4	0.8	0.8	0	1	1	2	0	2.6574	0.75	0.75	0.902263069473268	0.0196960317886325	0	NA	NA	FALSE	17143	2	20
EPHA3	3	0.6	0.6	0	1	1	1	1	2.16606	0.5	-0.5	0.948710346872221	0.159939351099276	0.25	0.43779708956164	0.0778257422478629	FALSE	827	43	21
PKDCC	3	1	0.6	2	1	1	1	0	1.2995	0.666666666666667	0.666666666666667	0.73490463484534	0.188473279850893	0.25	0.473873133154994	0.459532698553132	FALSE	357	102	22
PHLDA1	2	0.4	0.4	0	2	0	1	1	1.28924	0.75	0.75	0.986708172744342	0.267251107714578	0.75	0.583303974341655	0.371161840083404	FALSE	46	826	23
